id,route_name,first_ascent,description,location,protection,YDS,parent_sector,left_right_seq,mp_route_id,mp_sector_id,longitude,latitude
4d7156ab-adb2-417d-92e7-41b5e25d0efb,Whiskey River,Scott Hogenson,"Whiskey River is the arete between Remember Me and Lefty. Start from ledge up the left face. After the first bolt, watch for holds on and around the arete. After a fun matching hold on the left side of the bolt line, get into the crux before a juggy finish to the anchor.",Arete on southernmost part of Willie Wall,"Bolts, anchors (6/1/15 currently no biner or link on bolts. Bring a leaver or top out, anchor on a tree, clean gear, and hike off short descent to climbers right. Proper anchors coming.)",5.12,Willie Wall,9,110559976,110534048,-92.45974,48.24438
cfa63f20-fd96-4d1f-bf81-5e40f454f111,Time Slips Away,Elysia Gerber,The four stariest 5.9 at Willie Wall. Time Slips Away was bolted after a stretch of time spent away from M&M Hill and is a gem of a route. Vertical dancing from start to finish. A must do.,Starts at the spray painted 4 1/2.,Bolts,5.9,Willie Wall,4,111089371,110534048,-92.45974,48.24438
a4fc325f-6117-4ed4-a30c-3c88f8d532b1,Teatro,Jacob Gerber,"Teatro climbs a rounded arete with great side pulls, crimps, and underclings.",,"Bolts, anchors",5.10,Willie Wall,5,111089488,110534048,-92.45974,48.24438
618871bc-1980-4b58-8184-5a0b1928e8e6,Stardust,"FTR Brent Barghahn, Open Lead",,Look for three seams up the hill and right from the main Willie Wall overhangs,Standard rack. #4 hex helps to protect the crux well. Bolted anchors with biners,5.12-,Willie Wall,14,110740473,110534048,-92.45974,48.24438
8ec70d7b-6348-4cfe-8784-28fe239c36ec,Roll Me Up (and Smoke Me When I Die),Open,"Dude, ready? Cool, me too. This route reminds me of that time, that time, time. What is time? Do you think time ends? Did it ever start? If it didn't, why are we always keeping track of it? What if, like, it's just some kind of construct, something that keeps us thinking we are moving forward when really, everything is totally standing still. Like, haven't we done this before? Like, deja vu man, you know. What if this is the Matrix?! Like, I clipped this bolt and then, like, I clipped this bolt again. Watch, I'm like Neo. Na na na na, I'm clipping in slow motion. Wait, what? I already clipped? Yeah, it's like a glitch in the Matrix, right? Dude, this hold is so rad. It's like, I don't know, someone made it just for me. It's totally what I need right now, like, right here. Man, what if this was all there was. Like, you and me, here in this place. You know, if like, life were only in this moment and time wasn't really real? Like, what if this was all there was? You and me, out here in the woods, climbing this one route over and over again forever?! I'd be cool with that. This route is soooo good. I can't wait for you to try it! Hey man, why are you dropping me?! I did? When did I finish it? Right! Hahaha, oh man. This route is so good. You're going to love it.",,"Bolts, 2 anchors",5.8,Willie Wall,1,110787465,110534048,-92.45974,48.24438
08e2205e-f209-4b6d-a8d1-49302ac32778,Remember Me (Track 4),Sean Foster (FA bolted line),This route starts below the ledge at the spray painted 4. A blocky start leads to a thoughtful series of moves over a mini roof before gentle holds to the finish.,,"Bolts, anchors (6/1/15 currently no biner or link on bolts. Bring a leaver or top out, anchor on a tree, clean gear, and hike off short descent to climbers right. Proper anchors coming.)",5.10,Willie Wall,8,110560000,110534048,-92.45974,48.24438
3d74bfb2-26f7-44fb-9015-b1b564a07b80,Pancho and Lefty,Sean Foster (FA bolted line),"Start as Pancho, traverse into dihedral, then use link up bolt to transition to Lefty.",6/1/15 Pancho is currently the left most route on Willie Wall,,5.10,Willie Wall,11,110559961,110534048,-92.45974,48.24438
0fa1fd12-9a1c-4587-b7ef-95a64572f56a,Pancho,Sean Foster (FA bolted line),Crimps followed by crimps followed by crimps. Great holds on a vertical face. Trend left after fourth bolt to shared anchor with Lefty.,,,5.9,Willie Wall,12,110559951,110534048,-92.45974,48.24438
3dbfc7ff-5972-4a02-b96d-08bab36e5e62,On the Road Again (Track 5),Ben Scheele,,,"Bolts, 2 anchors",5.10,Willie Wall,3,110787448,110534048,-92.45974,48.24438
623902ad-acba-4ef3-b9b7-bd1ce0a9def8,"Mammas, Don't Let Your Babies Grow Up To Be Aid Climbers",Andrew Knoflicek,,Right end of Willie Wall.  Belay from the tree up top or walk off.,"You can back up the 4 rusty, poorly driven pins with cams underneath and a nut between the 3rd and 4th.  Tie off the pins.  They have been bounce tested, but they are still horrible.",5.8,Willie Wall,15,110908768,110534048,-92.45974,48.24438
f2db010c-eeaa-4d7b-89b9-ad976d730cea,Lefty,Sean Foster (FA bolted line),"Start left of the dihedral, work straight up through bolt line to lip, traverse right to anchor (shared with Pancho)",,,5.10,Willie Wall,10,110559970,110534048,-92.45974,48.24438
af708dc6-56be-45a3-8c01-a7e7a6c3fc30,Crazy,Sean Foster (FA bolted line),"Blocky start leads to a mantle, momentary slab, side pulls, underclings, ""the block"", more side pulls, gastons, and finishes in the finest little pocket. Stupid fun route. Get on it.",,,5.10,Willie Wall,7,110560006,110534048,-92.45974,48.24438
7cd2e8e0-2085-449e-80c1-8ad905b0d5d1,Chocolate Box,Brent Barghahn,"Climb the short face into the black right facing arete. Shortly up the arete, enjoy the tasty stemming across to the left facing corner (crux) and continue up between chocolately sides. A fun thin lead for the solid 5.8 leader!",,,5.8,Willie Wall,6,110647991,110534048,-92.45974,48.24438
95da23ec-bbf9-4573-b5b9-ac387a4b9463,Blue Skies,Sean Foster,"Wow! Brent came up here and put anchors on a trad line he's calling Stardust. To the left of it is Blue Skies, a moderate climb with great lay back moves. The crux comes right at the start as you get past the slopey ledges and cruise to the finish. Crack seam gobbles up small gear. Enjoy!",,"nuts/cams, 2 anchors",5.9+,Willie Wall,13,110737861,110534048,-92.45974,48.24438
dd1f2335-7193-4b98-88ed-9f0bbb8f3448,Bloody Mary Morning,Julie Ahlbrecht,This route was developed after the discovery of the spray painted 6 at the start. Rediscovering climbs from the past one at a time.,Starts at the spray painted 6.,"Bolts, anchors",5.9,Willie Wall,0,111089506,110534048,-92.45974,48.24438
df5899b8-2c99-423b-b631-2d56b4c087fe,Band of Gypsies,Sean Foster,Start as On the Road Again; roll on down the highway and finish on Roll Me Up.,,"Bolts, 2 anchors",5.8,Willie Wall,2,110787457,110534048,-92.45974,48.24438
5560ecf2-0ab7-46ed-9642-e6f4a0951f36,Ship of Fools,Scott Write - TR,Assends the right side of the black streek at the tallest part of the wall.,,TR,5.11-,Emerald Wall,999999,106038188,106038181,-92.5385,48.395
55af435c-622d-4886-b52f-7681ce8eba56,Long Distance Love Affair,Jeff Engel,"Climbs the obvious large right facing dihedral. The crux is up about 20' up and involves climbing around a little wrinkle on the left wall.  Look for a good edge on the left wall just before it, and reach to the only slot in the middle of the wrinkle.  Classic route, should be soloable since it is above deep water.",,Standard rack or DWS it,5.10+,Emerald Wall,999999,106038193,106038181,-92.5385,48.395
015a01e8-ef47-48fc-ae11-3148c1445a57,Roktoberfest,Martin Asao,,,,5.10a,Government Bay,6,111195667,111093544,-92.45613,48.28038
8bd018d3-78ff-462d-b83a-d7b65bd28ff1,Pineapple Jazz,Sean Foster,,Leftmost route before shoreline disappears into lake. Bolts are black.,Bolts,5.7,Government Bay,2,111983626,111093544,-92.45613,48.28038
d0754328-cfbc-45dc-a64f-929cfe9f3ae2,Peach Wobbler,Sean Foster,"Bouldery start leads into crimps and pockets and jugs. At the ledge, the climb turns into a layback dihedral to a small roof. Fun, fun, fun!",Right side of Government Bay just before shoreline fades into the lake.,"Bolts, anchors. Slight run out between 4th and 5th bolt as route turns into 5.7/8 moves through a ledge. Shouldn't be a problem for a 5.10 leader, but you can bring small pro and a long draw or runner to protect the ledge if you want.",5.10,Government Bay,3,111093633,111093544,-92.45613,48.28038
f04f821d-b2d3-4ffa-89a8-b278df00c991,No. 4,unknown,,Photo to come to help identify line.  Stayed left of large blocks that will one day be trundled.,Top rope until the time comes when we can bolt it!,5.9,Emerald Wall,0,109201976,106038181,-92.5385,48.395
052f0484-2630-4b7a-95ac-93ae68f431f3,Papaya?Banana!,Open Project,First route attempted at Government Bay. This short trad line is overhanging and very stout!,Far left side of Government Bay. Rap down from top onto large rock in water or boat to the wall.,One wide piece for the start. Standard rack.,5.12,Government Bay,0,111093562,111093544,-92.45613,48.28038
09b0b0ef-49e8-482a-a6ef-f70da46bb577,Over Easy Arete,Sean Foster,Fun arete climb.,,Bolts,5.9,Government Bay,4,111983647,111093544,-92.45613,48.28038
3a56048b-2791-4fec-bf71-a32fe99e4ec9,Blueberry Fortress,Sean Foster,,Left side of Government Bay wall. Boat to the detached rock or hike in from Nelson's Resort and rap to it.,"Bolts, anchors",5.11+,Government Bay,1,111093580,111093544,-92.45613,48.28038
35c19d25-bdcb-4dbb-b980-beef24d26cc3,Unknown 2,unknown,"Just past ""unknown 1"" is a large right facing dihedral.  Start on good holds just below it and work your way into the dihedral to the top.",,TR,5.11+,Browns Bay,999999,106052655,106038617,-92.5351,48.3681
cd809448-1ff9-40aa-b450-7bfa29e73780,Unknown 1,unknown,Just after the wall enters the woods there is a pine tree very close to the wall.  About 5' past that look for a short left facing flake/shallow dihedral.  Start on it then step right into a right facing flake/dihedral.,,TR,5.12-,Browns Bay,999999,106052651,106038617,-92.5351,48.3681
532b1e75-096f-4235-bff6-7f166eb4223e,Monocular Vision,Todd Johnson,Follow the base of the wall up into the woods looking for a shallow right facing dihedral.  The routes starts on some little flakes and makes its way up into the 20' dihedral.,,Small nuts and cams,5.10a,Browns Bay,999999,106052647,106038617,-92.5351,48.3681
d9728cab-a0c2-4da4-9e46-0b084e1432bd,P. Alternate Finish for Room with a View,Tre Brandt,"Start as per Room With a View, but instead of trending left to the scooped face, charge driectly up the face towards an obvious 1-foot overhang of discolored rock.  Finish as per Room With a View.  There are still still oose sections here and there on this and the Parent route, but more work is being doen to finish its cleaning and bolting process.  Stay tuned.",,Top rope for now.,5.11b/c,Canidae Cliff  (Hammond),999999,106198824,105974618,-92.372,44.222
5e12306f-9212-4794-a973-8e02bb2e8e16,Your Lichen It,Bryan Knigge on 9/11/11,"This route starts out just right of the right-hand bottom trees and has a covering of crispy lichen (hence the name), so you need cleaning gear to make the most of this. Once you get above the trees a bit, the growth almost disappears. I love the route because its a nice steady challenge the whole way up and offers a few different options to send after the halfway point. You could make this a 5.10c if you want by simply choosing a slightly different line.",All the way to the right side of the base area around the back of the clump of trees.,"No fixed gear as of this post, and very little pro. Your best to TR.",5.8+,BC's Wilderness Challenge (BWCAW),3,107293858,107292072,-90.92164,48.14157
6b42d313-a657-4fc7-b217-c9eeea761bac,Snake Hole,9/8/2011,"Snake Hole starts with an easy set of hand and foot holds with one 'leap of faith' in the beginning, then settles into a nice line of classic 5.7 stuff. A great way to start the day and warm up.",The start of this route is just behind the small tree just to the right of the largest tree on the bottom. Refer to posted picture for the area.,"Pro can be a little spaced out, and requires following 'You Crack Me Up' after the bottom 3rd. Mostly medium cams and larger nuts will work. This is a wilderness area, so there is no fixed gear of any kind.",5.7,BC's Wilderness Challenge (BWCAW),0,107293556,107292072,-90.92164,48.14157
2495522d-101b-4804-8fc4-898f89360a57,Natural Escalation,Carl Garrison on 9/10/2011,"This is a great and entertaining route with several lines to challenge you through the middle section, some 5.7 and some 5.9. Whats nice is it starts out as a 5.5 or 5.6 warm up, and continues to get tougher the higher you go.",This is the right central route indicated on the area pic. It starts in an easy inside corner behind the bottom right-hand trees.,No fixed gear and very scarce pro.,5.8+,BC's Wilderness Challenge (BWCAW),2,107293844,107292072,-90.92164,48.14157
66be9cd0-8353-4e4d-b070-0c200fc804ca,Dream On,9/7/2011,"The crux for this route is in the very beginning, about 10 feet up. Have not figured a path through the bulge yet, but a though line around the right side will get you to the nice classic flake and finger stuff.",Left center of the main climbing area starting under the obvious bulge. See area photo for the visual Beta.,Anchor line,5.10a/b,BC's Wilderness Challenge (BWCAW),1,107293798,107292072,-90.92164,48.14157
2d642f0a-de02-4ed7-9fed-256b2cdeee57,O.  Room with a view,Shawn Tracy,,,"Currently a toprope route, but anchors and/or bolts will be placed next year(?)",5.11b,Canidae Cliff  (Hammond),999999,106056882,105974618,-92.372,44.222
9d63933d-87be-4d34-997b-dfbfa22a5ef1,N.  Sirius,Kiri Namtvedt,"Start at a tricky little overhang.  A key somewhat hidden pocket will help you overcome the overhang, then climb moderate terrain through some dirty sections to the handcrack in a deep niche at the top.","Toward the right side of the crag, just past the ""scoop"" feature with the routes Latrans and Rufus, start at a tricky little overhang.",May be bolted next summer?  No anchors at top yet; hopefully next year.,5.9-,Canidae Cliff  (Hammond),999999,106056764,105974618,-92.372,44.222
c8531820-ae66-4296-a62b-d4aadd840541,M. ZRAC's Delight,unknown,"Follow the dirty, chossy, good clean fun moves on the left-facing corner of the Latrans slab to a stance below the delightful hanging off-width maw above.  Squirm and sweat and mutter profane statements then bury your dead.  Kilts optional but highly recommended, even in summer.",The Maw.,"Top rope, laddy; unless you're truly ZRAC material, then its slinging wedged sheep carcasses and empty scotch bottles.",5.9,Canidae Cliff  (Hammond),999999,106198832,105974618,-92.372,44.222
737c6dc8-5d1e-43a7-b3a8-8cecc83e0803,L. Rufus,Shawn Tracy,,,Bolts.  Chains with biners at the top.,5.12a,Canidae Cliff  (Hammond),999999,106034658,105974618,-92.372,44.222
ee242211-516b-46f8-81d5-2d3196782930,K. Latrans,Shawn Tracy,"Originally 11b until a key hold broke.  Now much more technical and demanding, but even better!  Start on the right side of the slab (for full value avoid crack in corner) and dance your way towards the hanging niche above.  Boldly forge upwards via a shallow 2-finger pocket leading to a hidden ""thank-God"" bucket and on to another left of the camoflauged anchor.  Rappel hangers exist along this route to back off if its not your day.",,Bolts with anchors/biners at the top.,5.11d,Canidae Cliff  (Hammond),999999,106034653,105974618,-92.372,44.222
0cf89926-1afe-47b9-ac53-5b6103cdd0bc,J. Vulpes,Shawn Tracy,"Start on the slab as for the climb Latrans and move up and left, after the first bolt, to an obvious large hueco.  Continue moving up and slightly left to a stance below the headwall where you'll find sequency, strenuous moves leading to the v-notch above.",,Soon to be bolted.,5.10c/d,Canidae Cliff  (Hammond),999999,106186576,105974618,-92.372,44.222
3a08726a-bff3-4b51-8728-ed182394512c,I.  Never Cry Wolf,Kiri Namtvedt,"This route starts at the overhanging bulge to the left of the Latrans scoop.  Pull through fun moves on the overhang, then pick your way up the sustained but easier ground above, mostly staying on the dark grey rock rather than the gold rock (the route follows the line where the color changes).  At the top it gets a little steeper, and some stemming comes in handy.",,"Anchors and/or bolts next year - for now, toprope.",5.9,Canidae Cliff  (Hammond),999999,106056885,105974618,-92.372,44.222
266376ee-3b2e-40a0-992b-9e32041e3265,H. Foxy,Kiri Namtvedt,The right hand finish of G/H on the grid/topo photo.  The FA artist envisioned topping it out directly above the last bolt (see comment below).  You can also climb up the gulley but it's dirty.,,Bolted but no anchors yet.  Top it out.,5.9,Canidae Cliff  (Hammond),999999,106034650,105974618,-92.372,44.222
19fdf4e8-f867-4bf8-8045-d862290aff58,G. Familiarus,Shawn Tracy,"""G"" on the grid/photo.  Left hand finish from the start of G/H.  Fun edges and some big moves near the big flake.  Nice overhang pull at the top.  No top anchors yet.  There is a rope with some biners used as a top anchor but it's old-- don't use it.  Rap off the top bolt, or top it out.",,"Bolts but no anchors, so top it out or rap off the highest bolt.  I think it's one of those 2-sided ones with wings.  If it's a regular single sided hangar I would not rap off it alone.",5.10b,Canidae Cliff  (Hammond),999999,106034642,105974618,-92.372,44.222
175d496c-2b99-4835-b844-a6667d85ffbc,F. Wolf Spider,Closed Project,Originally climbed (except exit move over top) before extensive cleaning at start.  This is a work in progress as there's still LOTS of loose munge on the route.,,"TR for now, but a closed project that may or may not receive4 bolts as flake is likley not boltable.",5.0,Canidae Cliff  (Hammond),999999,106186566,105974618,-92.372,44.222
5662ffcf-0cd7-4d56-b76a-36fc1af4a4f5,E. Alternate Start to Lupus,Tre Brandt,"This bouldery start presents thin edging and open-hand strength taking you to the jug, described for Lupus, at 15 feet.  Follow Lupus to the top.",,Bolted (see Lupus),V5-6,Canidae Cliff  (Hammond),999999,106026118,105974618,-92.372,44.222
1075a330-01fb-4273-a5b6-3ac027eef99f,D. Lupus,Shawn Tracy,,,"6 bolts (all but the first 2 have hangers that allow you to back off the route without leaving gear; clip into hanger with a draw, then thread the hanger with the rope and rapell--do not lower off through the hanger as this will wear out the hanger).",5.11a/b,Canidae Cliff  (Hammond),999999,106026053,105974618,-92.372,44.222
23c1204b-1252-4c0a-ba86-4451a2128e6f,C. unnamed,Tre Brandt,"Start on the thinner, more challenging start right of route B (shares the same first bolt) that takes you to rails and pockets on the fun face above.  Climb to the chains which may be pulled back from the lip of the face.  If you can't do the start, simply start on route B and then trend right to the bolt line.",,Top Rope. soon to be bolted,5.10a/b,Canidae Cliff  (Hammond),999999,106026044,105974618,-92.372,44.222
c84fae32-c3db-4aa7-af7c-12e6445f8f89,B. unnamed,Dave Brandt,Climb the blocky start to fun face climbing above to the chains (may be pulled back from lip and out of site from below).,,Top Rope (soon to be bolted),5.8,Canidae Cliff  (Hammond),999999,106026029,105974618,-92.372,44.222
45f01376-cae1-492c-9d5a-9b4784542bc9,A.  unnamed,Dave Brandt,Ascend the far left side of the cliff to a yellow-lichen area and through a shallow gulley.,,Top rope. (soon to be bolted),5.7+,Canidae Cliff  (Hammond),999999,106026021,105974618,-92.372,44.222
e2826aaf-d755-4009-82d3-02fb60322104,The Wanderer Direct,unknown,Begin a few feet left of EZ Chimney.  Move straight up the face passing the roof on the right.  Continue straight up.,The face just left of EZ Chimney.,Standard Blue Mounds top rope setup. Long webbing lets you use a large tree.,5.10b,Wasp Haven Buttress,0,113517082,106423275,-96.17979,43.7028
97e8fe2e-475a-4eca-9b9a-397301f081b6,Stinger,"Al Provorse (?) May 4, 2009",Stinger begins just left of an eight foot sapling near the taller right hand side of Wasp Haven Buttress' wall.  Move straight up the lower slab to a short roof that runs across the right half of the face.  Pull the roof using a good flat edge and a selection of testy sidepulls.  Continue up either bailing left for easier terrain or traverse right then up to the highest point of the buttress (recommended).  A little contrived but worth doing if you're in the area.,"Start just left of the eight foot sapling growing near the bottom of the tallest, right hand side of the cliff (close to Sun Drop II Tower).",Standard Blue Mounds toprope (long slings helpful),5.11+,Wasp Haven Buttress,3,106423278,106423275,-96.17979,43.7028
94461603-d724-4149-a98b-3ef2a01c1fc7,Tricky Dick's Galactic Trip,unknown,"The face to the left of Prehension. Balance moves and small holds make up yet another tough Blue Mounds 5.9. Few rests can be found and the climb is pumpy, so move fast. (Update: Upgraded to 5.10c in the 2012 M. Farris guide).",,Standard TR set up - long slings are helpful.,5.10c,Table Rock Buttress,0,107159567,106208668,-96.17563,43.70347
fbbbec35-e45d-4102-b944-831820946ccb,West Tunnel Roof (Project),Adam Dailey,"This route is a mixed route first and foremost, bolted by a Duluth local, Adam Dailey. But as it wasn't in any guidebooks my and my buds tried it as a free rock climbing route. It's reaaally hard, but who knows maybe it'll go someday. As a free climb, it consists off fun 11ish climbing through first 3 bolts, then its gets 12/13ish as you go right along the roof. Could use some cleaning inside the ceiling spanning cracks of the roof. The dark, quiet tunnel setting feels really cool, but you'll probably see quite a few more tourists gawking at you than the outside crags, so do nice things and watch your fall zone.",On the side of the tunnel nearer to the parking lot/top rope crags/SHT trail/with more graffiti,"1st two are empty bolt hangers, the rest have permadraws; cold shuts at anchors",5.13a,Ely's Peak,16,115352896,105841445,-92.25279,46.67694
22b9d30a-26a9-4edb-9771-6785311d2a5d,Waking Up In Duluth,"James Garrett and Felix Hörmann, 2 August 2009",,Tunnel Bluff South West Face. Hike to the landmark tunnel as described. Hike up a small path on the right side (south) for 2 minutes to the base of the route. One may elect to start climbing directly from the path or scramble up a few meters to belay below the right facing dihedral crack.,"Set of small camming units (C3s or TCUs), Nuts and QDs for 3 bolts.",5.9,Ely's Peak,17,106536448,105841445,-92.25279,46.67694
b0d8c90e-1902-4b79-9da1-4ed7dcfbbbca,Unknown 2,unknown,Free-soloable,"A bit to the left of ""The Dihedral"" (outside of far/east tunnel entrance)",big holds and ledges for feet,5.3,Ely's Peak,999999,115185252,105841445,-92.25279,46.67694
c5c513b8-6aca-4ccb-ad20-7d70cfe5cc63,Two right Feet,unk,,"The far right side of the northeast bluff, up the right angling cracks.",gear and natural anchor,5.9,Ely's Peak,7,117363881,105841445,-92.25279,46.67694
b3f0c155-7db1-4c29-af19-2673c64b7846,"Take Two, They're Small",Dave Pagel and Steve Makenberg,,Just to the left of The Bulge. Look for a small roof and sport bolts placed all the way up.,4 Bolts + gear in bottom and after 2nd bolt.,5.10b,Ely's Peak,1,118702789,105841445,-92.25279,46.67694
5a8e1fac-b92a-49a2-9cc8-a35b67d9a80d,Static is a Four Letter Word,Dave and Jim Mital,Face climb between Simple Corner and Beginners Crack.  Easier if you are tall.,Between Simple Corner and Beginners Crack on the Tunnel Bluff.,Small rack or TR.,5.10b,Ely's Peak,10,105963724,105841445,-92.25279,46.67694
a9700c6e-cf51-42ed-aa30-36cf58468a25,Simple Corner,Dave and Jim Mital,Right facing cornerleft of New Corner.  Easy and not really worth the effort to lead...many people solo this but be aware that it is still 5th class (maybe 5.3...) and a fall will do a lot of damage.,"First climb right of the ""access gully""","Small rack, solo or TR",Easy 5th,Ely's Peak,9,105963718,105841445,-92.25279,46.67694
ae6e9442-d567-467c-ae64-b181537157bc,Scream,Eric Paulsen?,,Located about 10 feet right of Coming Unhinged.,"TR, to lead would be R/X",5.11+,Ely's Peak,6,106136483,105841445,-92.25279,46.67694
151b1004-ec9f-4158-bc6e-10586746339b,Royal Robbins F12 Overhang,??,Smear and stem your way to the overhang then reach up onto the face to a solid left facing layback.,Follow the cliff climbers left of the Dislocation Overhang area for a couple hundred feet.,Small cams and nuts,5.8,Ely's Peak,8,107273765,105841445,-92.25279,46.67694
96b6f2f9-d732-4601-97d1-3ac21a109cb3,Outside the Dihedral,??,"A large bulge with plenty of hand and foot placements, good for beginners to have a go at some rock.","To the right of The Dihedral, climb the bulge in the rock.","Toprope, slings and things.",5.6,Ely's Peak,999999,106535050,105841445,-92.25279,46.67694
877e4b5b-a3b1-480f-b4cb-72b980ef7537,New Corner,Dave and Jim Mital,Corner and crack just left of Bionic Finger Crack.  Easy climb - great first lead as the gear is solid the whole way.,Tunnel Bluff - Left of Bionic Finger Crack - the OBVIOUS left facing dihedral.,Nuts and a few cams to #3 Camalot (C4),5.5,Ely's Peak,12,105963709,105841445,-92.25279,46.67694
92023168-2844-491e-8696-d16e296256c3,Jigsaw,unknown,"Just to the right of Dislocation Overhang, this face climb is fun and not too obvious.  If leading you'll need to use the crack of Dislocation for gear...better yet, just TR from the same anchor",A few feet right of Dislocation Overhang - Tunnel Bluff,TR or same rack as Dislocation,5.8,Ely's Peak,15,105963694,105841445,-92.25279,46.67694
7dc1483f-8bed-4dac-9361-fb7974aafd18,The Flake,Steve Mabley,"A good climb up an obvious and sharp flake that creates a dihedral.  Straight forward climbing but the crux could easily result in a broken ankle if you fall on lead (foot jam, not ground fall...)",Northwest Bluff,Cams and hexes to #3. Bolts for TR above.,5.8,Ely's Peak,4,105990167,105841445,-92.25279,46.67694
a8b00ef3-f69d-4f7b-beee-eeefc46e0284,Dislocation Overhang,Steve Mabley,,The only obvious overhang on the Tunnel Bluff...,Small to medium cams and a set of nuts.  Medium cams for anchor at top.,5.7,Ely's Peak,14,105841449,105841445,-92.25279,46.67694
34cc4bde-9961-420f-89fe-3363164c984e,The Dihedral,??,"Straightforward dihedral climb, easy moves to the top.",Walk through the old railroad tunnel and look to your right for a 90 degree dihedral,"Toprope, slings and things",5.5,Ely's Peak,999999,106535041,105841445,-92.25279,46.67694
ea4cc51e-ec27-4e2d-946d-83223957adb8,Crumbles,unknown,,see above.,Belaying from 50 feet back,5.7,Ely's Peak,999999,115185217,105841445,-92.25279,46.67694
c8b66b3c-d047-47ff-bf95-5bae27d7df7a,Corner Geometry,????,Fun route and good lead for the difficulty. The easiest route on the NW Bluff Follow the right facing crack all the way up. Starts off as a 5in off-width for about 10 feet until theres a good jug. The cruxes are at the off-width at the start and the slopers at the top. The route is a little run out between the roof and the ledge to the right. Rock quality is good.,"This route is located 130 ft WNW (left) of The Bulge on the NW Bluff, past the access gully. The first right facing corner that looks climbable is it. To get down take the access gully on climber's right or walk off on climbers left.","Protection to 2 inches. The anchor requires either a .75, 1, or 2 in the rock and a double length sling for the tree",5.6,Ely's Peak,0,106173027,105841445,-92.25279,46.67694
747d7db5-6d05-429b-9ab3-e6f74e0caef7,Coming Unhinged,Dave Pagel,"Just right of the Flake; if you set it up right, you can climb both of these from the same anchor.  Climb just right of a small roof, and follow the left facing corner, as it gets progressively harder, to the top.  A nice climb that packs a punch for the grade.",Climber's right of the Flake (5.7).,"TR, Has also be led - R or X.",5.10d,Ely's Peak,5,106096748,105841445,-92.25279,46.67694
03bc5dd9-fc6f-492f-9a2e-dfb792f2f57f,The Bulge,Steve Mabley,"An easy TR set-up or a good lead, this route follows the first obvious crack line to climber's left of The Flake.  With excellent technique, this route goes fairly easily.  Without, it can get difficult quickly.","Left of the The Flake, follows a crack system through a small dihedral and roof.",TR,5.8,Ely's Peak,3,106096752,105841445,-92.25279,46.67694
3fbae8c3-e6d2-4e8b-b4bd-b889520fac98,The Boys of Summer,Brian Gitar,,,TR - I didn't even look at the gear but suspect it would be R or X.,5.10c,Ely's Peak,2,119312694,105841445,-92.25279,46.67694
23d1006e-1253-4695-a3a7-673fa9556016,Bionic Finger Crack,Dave Pagel,"Bionic Finger Crack is located on the Tunnel Bluff just to the left of Dislocation Overhang.  The climb shares the same easy first 35 feet (5.5) as Dislocation and then veers left up the obvious little seam.  Look for the little pocket, which will be of little use, and then try to jam your fingers into the seam and pull up.  If you are leading, your fingers will be in the placements and placing at waist level will be a trick.  Try to work your toes into the seam or toe hook the corner.  Smearing seems like a good idea and would be if the rock had any friction! It's short, but sweet and will make you feel like a real dude!",A few feet to the left of Dislocation...shares the roof so look for the only overhang.,Top rope or a few nuts in finger-tip size.,5.12a,Ely's Peak,13,105843047,105841445,-92.25279,46.67694
26b7d416-da81-4111-9878-58cb8bce286d,Beginner's Crack,Dave and Jim Mital,The crack in the center of the face just left of New Corner.  Easy but a good lesson on crack technique.,"Left of New Corner, right of Simple Corner.",Nuts or cams to 2 inches.,5.6,Ely's Peak,11,105963714,105841445,-92.25279,46.67694
d5f50ef9-895d-41ec-a200-130f8b483445,Thumbnail Direct (Guerilla Nuts),unknown,,,nuts,5.9,Table Rock Buttress,999999,106665729,106208668,-96.17563,43.70347
84518323-640f-4966-9adb-fa821b6b3953,Puzzle foot,unknown,is pretty sustained 5.10 climbing the crux is the middle section trying to find feet.,puzzle foot is between prehension and thumbnail direct go up 5 feet to gain ledge then start with the fun smooth face crimps and side pulls this climb will get you pumped,typical blue mounds top rope set up would not recommend leading this route,5.10b/c,Table Rock Buttress,2,109081934,106208668,-96.17563,43.70347
670a9341-5242-427c-81d9-fde91fdcbcdb,Prehension,unknown,Prominent wide crack up the center of Table Rock Buttress.  It seemed like 5.7 climbing the whole way up rather than a distinct crux.,,"Standard TR set up, long slings helpful.",5.7,Table Rock Buttress,1,106208671,106208668,-96.17563,43.70347
d9429f59-e49b-454a-a423-76c2d721e62a,EZ Chimney,unknown,The short wide chimney with a chockstone in the top half. Crux is getting off the ground.,20 feet left of the Stinger,Unlikely you will need or want gear for this climb. If you are worried bring your biggest hex and a long runner.,5.4,Wasp Haven Buttress,1,106953031,106423275,-96.17979,43.7028
d3aba9b4-e79b-49e0-ab4a-41989b908d71,Double trouble,unknown,"Through the right side of overhang, start is crimps to a decent gaston work up to a flake and pull last couple moves.",,Cord couple cams and nuts for Toprope ancore,5.10d,Wasp Haven Buttress,2,111711314,106423275,-96.17979,43.7028
0fa27159-7f70-4583-a4d0-15117f1f8c72,Father & Son,Travis Lang Sept 1 2013,,Route goes up the face of the cliff to the right of a off-width crack.,Top rope,5.7,Mound Creek Trail Outcrop,999999,110401604,110401476,-96.18957,43.71773
